SendDate,Solar Power (kW),Solar energy Generation  (kWh),consumptionValue (kW),Device_1_Consumption (kW),Device_2_Consumption (kW),Device_3_Consumption (kW),Device_4_Consumption (kW),TOU_rates (INR),Predicted Solar energy Generation (kWh),Predicted TOU_rates (INR),Cummulative Energy Consumption
7/7/2024 21:45,147,0,0.27,0.016,0.179,0.058,0.068,10,0,10,937.55
7/7/2024 21:50,147,0,0.26,0.061,0.1,0.015,0.069,10,0,10,937.81
7/7/2024 21:56,147,0,0.25,0.142,0,0.054,0.149,10,0,10,938.06
7/7/2024 22:01,147,0,0.24,0.177,0.042,0.012,0.025,10,0,10,938.3
7/7/2024 22:06,147,0,0.23,0.066,0.017,0.032,0.114,10,0,10,938.53
7/7/2024 22:11,147,0,0.24,0.013,0.012,0.122,0.058,10,0,10,938.77
7/7/2024 22:17,147,0,0.23,0.047,0.024,0.002,0.047,10,0,10,939
7/7/2024 22:23,147,0,0.24,0.025,0.041,0.021,0.013,10,0,10,939.24
7/7/2024 22:28,147,0,0.27,0.134,0.023,0.022,0.085,10,0,10,939.51
7/7/2024 22:34,147,0,0.27,0.086,0.021,0.031,0.044,10,0,10,939.78
7/7/2024 22:39,147,0,0.26,0.048,0.102,0.033,0.047,10,0,10,940.04
7/7/2024 22:44,147,0,0.26,0.112,0.005,0.144,0.041,10,0,10,940.3
7/7/2024 22:49,147,0,0.21,0.057,0.031,0.043,0.112,10,0,10,940.51
7/7/2024 22:55,147,0,0.21,0.08,0.078,0.07,0.093,10,0,10,940.72
7/7/2024 23:00,147,0,0.24,0.013,0.093,0.077,0.013,10,0,10,940.96
7/7/2024 23:05,147,0,0.24,0.07,0.049,0.104,0.015,10,0,10,941.2
7/7/2024 23:10,147,0,0.24,0.027,0.02,0.024,0.063,10,0,10,941.44
7/7/2024 23:15,147,0,0.24,0.013,0.007,0.056,0.049,10,0,10,941.68
7/7/2024 23:22,147,0,0.25,0.127,0.113,0.068,0.121,10,0,10,941.93
7/7/2024 23:27,147,0,0.24,0.148,0.047,0.158,0.071,10,0,10,942.17
7/7/2024 23:32,147,0,0.23,0.096,0.015,0.069,0.043,10,0,10,942.4
7/7/2024 23:37,147,0,0.24,0.078,0.09,0.141,0.044,10,0,10,942.64
7/7/2024 23:42,147,0,0.24,0.104,0.202,0.058,0.098,10,0,10,942.88
7/7/2024 23:47,147,0,0.24,0.124,0.015,0.113,0.06,10,0,10,943.12
7/7/2024 23:53,147,0,0.24,0.098,0.001,0.136,0.06,10,0,10,943.36
7/7/2024 23:58,147,0,0.24,0.069,0.099,0.037,0.124,10,0,10,943.6
7/8/2024 0:03,147,0,0.24,0.009,0.046,0.18,0.076,10,0,10,943.84
7/8/2024 0:08,147,0,0.24,0.05,0.053,0.034,0.028,10,0,10,944.08
7/8/2024 0:13,147,0,0.24,0.188,0.085,0.061,0.03,10,0,10,944.32
7/8/2024 0:18,147,0,0.24,0.094,0.014,0.031,0.043,10,0,10,944.56
7/8/2024 0:25,147,0,0.23,0.011,0.109,0.069,0.002,10,0,10,944.79
7/8/2024 0:30,147,0,0.24,0.093,0.007,0.065,0.056,10,0,10,945.03
7/8/2024 0:35,147,0,0.23,0.053,0.085,0.024,0.057,10,0,10,945.26
7/8/2024 0:40,147,0,0.22,0.058,0.074,0.059,0.127,10,0,10,945.48
7/8/2024 0:45,147,0,0.22,0.094,0.099,0.075,0.024,10,0,10,945.7
7/8/2024 0:51,147,0,0.22,0.043,0.07,0.101,0.004,10,0,10,945.92
7/8/2024 0:56,147,0,0.21,0.003,0.01,0.006,0.047,10,0,10,946.13
7/8/2024 1:01,147,0,0.21,0.076,0.098,0.081,0.082,10,0,10,946.34
7/8/2024 1:06,147,0,0.21,0.025,0.034,0.023,0.128,10,0,10,946.55
7/8/2024 1:13,147,0,0.22,0.14,0.13,0.007,0.104,10,0,10,946.77
7/8/2024 1:18,147,0,0.21,0.067,0.071,0.031,0.084,10,0,10,946.98
7/8/2024 1:23,147,0,0.21,0.002,0.055,0.125,0.061,10,0,10,947.19
7/8/2024 1:28,147,0,0.22,0.063,0.136,0.013,0.016,10,0,10,947.41
7/8/2024 1:34,147,0,0.22,0.057,0.081,0.03,0.2,10,0,10,947.63
7/8/2024 1:39,147,0,0.22,0.055,0.129,0.042,0.029,10,0,10,947.85
7/8/2024 1:44,147,0,0.21,0.007,0.044,0.018,0.012,10,0,10,948.06
7/8/2024 1:49,147,0,0.22,0.059,0.146,0.014,0.049,10,0,10,948.28
7/8/2024 1:55,147,0,0.22,0.01,0.089,0.04,0.035,10,0,10,948.5
7/8/2024 2:00,147,0,0.22,0.033,0.065,0.074,0.052,10,0,10,948.72
7/8/2024 2:05,147,0,0.24,0.009,0.073,0.045,0.034,10,0,10,948.96
7/8/2024 2:10,147,0,0.25,0.054,0.002,0.013,0.073,10,0,10,949.21
7/8/2024 2:15,147,0,0.24,0.077,0.023,0.11,0.003,10,0,10,949.45
7/8/2024 2:22,147,0,0.24,0.044,0.028,0.08,0.1,10,0,10,949.69
7/8/2024 2:27,147,0,0.24,0.019,0.173,0.077,0.075,10,0,10,949.93
7/8/2024 2:32,147,0,0.24,0.096,0.014,0.014,0.026,10,0,10,950.17
7/8/2024 2:38,147,0,0.24,0.068,0.036,0.046,0.074,10,0,10,950.41
7/8/2024 2:43,147,0,0.24,0.057,0.014,0.035,0.037,10,0,10,950.65
7/8/2024 2:48,147,0,0.24,0.024,0.046,0.073,0.051,10,0,10,950.89
7/8/2024 2:53,147,0,0.24,0.024,0.044,0.054,0.005,10,0,10,951.13
7/8/2024 2:59,147,0,0.24,0.04,0.025,0.089,0.134,10,0,10,951.37
7/8/2024 3:04,147,0,0.24,0.002,0.12,0.039,0.067,10,0,10,951.61
7/8/2024 3:09,147,0,0.24,0.076,0.019,0.043,0.084,10,0,10,951.85
7/8/2024 3:14,147,0,0.24,0.018,0.005,0.038,0.009,10,0,10,952.09
7/8/2024 3:21,147,0,0.23,0.022,0.037,0,0.046,10,0,10,952.32
7/8/2024 3:26,147,0,0.21,0.027,0.083,0.083,0.1,10,0,10,952.53
7/8/2024 3:31,147,0,0.22,0.048,0.179,0.055,0.047,10,0,10,952.75
7/8/2024 3:36,147,0,0.21,0.065,0.006,0.01,0.016,10,0,10,952.96
7/8/2024 3:42,147,0,0.21,0.007,0.021,0.05,0.015,10,0,10,953.17
7/8/2024 3:47,147,0,0.21,0.008,0.089,0.004,0.101,10,0,10,953.38
7/8/2024 3:53,147,0,0.21,0.059,0.047,0.052,0.013,10,0,10,953.59
7/8/2024 3:58,147,0,0.21,0.05,0.053,0.152,0.012,19.29775281,0,19.29775281,953.8
7/8/2024 4:03,147,0,0.21,0.01,0.005,0.04,0.013,19.29775281,0,19.29775281,954.01
7/8/2024 4:08,147,0,0.21,0.019,0.133,0.022,0.06,19.29775281,0,19.29775281,954.22
7/8/2024 4:13,147,0,0.2,0.032,0.001,0.018,0.009,19.29775281,0,19.29775281,954.42
7/8/2024 4:19,147,0,0.21,0.02,0.04,0.031,0.054,19.29775281,0,19.29775281,954.63
7/8/2024 4:25,147,0,0.21,0.082,0.085,0.001,0.098,19.29775281,0,19.29775281,954.84
7/8/2024 4:30,147,0,0.23,0.084,0.019,0.084,0.003,19.29775281,0,19.29775281,955.07
7/8/2024 4:36,147,0,0.23,0.049,0.052,0.029,0.075,19.29775281,0,19.29775281,955.3
7/8/2024 4:41,147,0,0.23,0.06,0.035,0.064,0.029,19.29775281,0,19.29775281,955.53
7/8/2024 4:46,147,0,0.22,0.009,0.022,0.013,0.06,19.29775281,0,19.29775281,955.75
7/8/2024 4:51,147,0,0.23,0.051,0.088,0.035,0.117,19.29775281,0,19.29775281,955.98
7/8/2024 4:57,147,0,0.23,0.157,0.121,0.031,0.043,19.29775281,0,19.29775281,956.21
7/8/2024 5:02,147,0,0.23,0.045,0.134,0.004,0.049,19.29775281,0,19.29775281,956.44
7/8/2024 5:07,147,0,0.22,0.075,0.016,0.099,0.042,19.29775281,0,19.29775281,956.66
7/8/2024 5:11,147,0,0.22,0.009,0.089,0.046,0.083,19.29775281,0,19.29775281,956.88
7/8/2024 5:11,147,0,0.22,0.135,0.111,0.064,0.087,19.29775281,0,19.29775281,957.1
7/8/2024 5:12,147,0,0.22,0.107,0.012,0.062,0.057,19.29775281,0,19.29775281,957.32
7/8/2024 5:17,147,0,0.2,0.043,0.033,0.073,0.046,19.29775281,0,19.29775281,957.52
7/8/2024 5:19,147,0,0.22,0.016,0.019,0.047,0.069,19.29775281,0,19.29775281,957.74
7/8/2024 5:20,147,0,0.23,0.013,0.186,0.099,0,19.29775281,0,19.29775281,957.97
7/8/2024 5:23,147,0,0.23,0.067,0.035,0.104,0.105,19.29775281,0,19.29775281,958.2
7/8/2024 5:28,147,0,0.24,0.058,0.121,0.143,0.007,24.41011236,0,24.41011236,958.44
7/8/2024 5:34,147,0,0.24,0.172,0.056,0.054,0.119,24.41011236,0,24.41011236,958.68
7/8/2024 5:39,147,0,0.39,0.041,0.073,0.061,0.066,24.41011236,0,24.41011236,959.07
7/8/2024 5:45,147,0,0.23,0.087,0.022,0.041,0.086,24.41011236,0,24.41011236,959.3
7/8/2024 5:50,147,0,0.24,0.082,0.013,0.177,0.015,24.41011236,0,24.41011236,959.54
7/8/2024 5:55,147,0,0.23,0.062,0.002,0.125,0.11,24.41011236,0,24.41011236,959.77
7/8/2024 6:00,147,0,0.24,0.144,0.046,0.064,0.037,19.29775281,0,19.29775281,960.01
7/8/2024 6:05,147,0,0.25,0.073,0.024,0.017,0.136,19.29775281,0,19.29775281,960.26
7/8/2024 6:10,147,0,0.24,0.072,0.141,0.125,0.049,19.29775281,0,19.29775281,960.5
7/8/2024 6:16,147,0,0.24,0.051,0.104,0.125,0.152,19.29775281,0,19.29775281,960.74
7/8/2024 6:21,147,0,0.21,0.03,0.024,0.032,0.149,19.29775281,0,19.29775281,960.95
7/8/2024 6:27,147,0,0.23,0.002,0.003,0.003,0.021,19.29775281,0,19.29775281,961.18
7/8/2024 6:33,147,0,0.23,0.007,0.04,0.043,0.088,19.29775281,0,19.29775281,961.41
7/8/2024 6:37,147,0,0.24,0.067,0.078,0.065,0.083,19.29775281,0,19.29775281,961.65
7/8/2024 6:43,147,0,0.23,0.162,0.141,0.017,0.026,19.29775281,0,19.29775281,961.88
7/8/2024 6:48,147,0,0.23,0.044,0.154,0.016,0.136,19.29775281,0,19.29775281,962.11
7/8/2024 6:53,147,0,0.25,0.053,0.18,0.044,0.096,19.29775281,0,19.29775281,962.36
7/8/2024 6:58,147,0,0.24,0.145,0.047,0.003,0.087,19.29775281,0,19.29775281,962.6
7/8/2024 7:04,147,0,0.25,0.097,0.01,0.152,0.018,19.29775281,0,19.29775281,962.85
7/8/2024 7:09,147,0,0.26,0.061,0.024,0.126,0.004,19.29775281,0,19.29775281,963.11
7/8/2024 7:14,147,0,0.49,0.007,0.054,0.019,0.235,19.29775281,0,19.29775281,963.6
7/8/2024 7:19,147,0,0.26,0.068,0.008,0.054,0.113,19.29775281,0,19.29775281,963.86
7/8/2024 7:25,147,0,0.25,0.018,0.027,0.068,0.006,19.29775281,0,19.29775281,964.11
7/8/2024 7:31,147,0,0.27,0.003,0.181,0.049,0.131,19.29775281,0,19.29775281,964.38
7/8/2024 7:36,147,0,0.24,0.052,0.007,0.003,0.096,19.29775281,0,19.29775281,964.62
7/8/2024 7:41,147,0,0.25,0.131,0.038,0.033,0.12,19.29775281,0,19.29775281,964.87
7/8/2024 7:47,147,0,0.25,0.103,0.024,0.05,0.003,19.29775281,0,19.29775281,965.12
7/8/2024 7:52,147,0,0.26,0.062,0.008,0.009,0.001,19.29775281,0,19.29775281,965.38
7/8/2024 7:57,147,0,0.3,0.008,0.026,0.052,0.113,24.41011236,0,24.41011236,965.68
7/8/2024 8:02,147,0,0.3,0.1,0.004,0.007,0.03,24.41011236,0,24.41011236,965.98
7/8/2024 8:07,147,0,0.27,0.135,0.108,0.162,0.054,24.41011236,0,24.41011236,966.25
7/8/2024 8:12,147,0,0.28,0.005,0.049,0.007,0.012,24.41011236,0,24.41011236,966.53
7/8/2024 8:17,147,0,0.28,0.067,0.088,0.006,0.034,24.41011236,0,24.41011236,966.81
7/8/2024 8:24,147,0,0.29,0.069,0.024,0.081,0.184,24.41011236,0,24.41011236,967.1
7/8/2024 8:29,147,0,0.28,0.094,0.015,0.034,0.025,24.41011236,0,24.41011236,967.38
7/8/2024 8:34,147,0,0.28,0.121,0.235,0.016,0.015,24.41011236,0,24.41011236,967.66
7/8/2024 8:39,147,0,0.28,0.083,0.131,0.078,0.109,24.41011236,0,24.41011236,967.94
7/8/2024 8:44,147,0,0.28,0.045,0.125,0.224,0.068,24.41011236,0,24.41011236,968.22
7/8/2024 8:50,147,0,0.28,0.053,0.1,0.067,0.189,24.41011236,0,24.41011236,968.5
7/8/2024 8:55,147,0,0.29,0.071,0.013,0.136,0.134,24.41011236,0,24.41011236,968.79
7/8/2024 9:00,147,0,0.29,0.106,0.064,0.088,0.15,24.41011236,0,24.41011236,969.08
7/8/2024 9:05,147,0,0.31,0.082,0.094,0.026,0.073,24.41011236,0,24.41011236,969.39
7/8/2024 9:10,147,0,0.38,0.123,0.064,0.069,0.058,24.41011236,0,24.41011236,969.77
7/8/2024 9:16,147,0,0.34,0.088,0.033,0.078,0.229,24.41011236,0,24.41011236,970.11
7/8/2024 9:22,147,0,0.38,0.002,0.01,0.172,0.161,24.41011236,0,24.41011236,970.49
7/8/2024 9:27,147,0,0.54,0.017,0.207,0.158,0.183,24.41011236,0,24.41011236,971.03
7/8/2024 9:33,147,0,0.61,0.072,0.034,0.227,0.031,24.41011236,0,24.41011236,971.64
7/8/2024 9:38,147,0,0.39,0.054,0.007,0.055,0.054,24.41011236,0,24.41011236,972.03
7/8/2024 9:43,147,0,0.4,0.066,0.208,0.001,0.182,24.41011236,0,24.41011236,972.43
7/8/2024 9:48,147,0,0.56,0.23,0.047,0,0.187,24.41011236,0,24.41011236,972.99
7/8/2024 9:53,147,0,0.4,0.158,0.066,0.177,0.209,24.41011236,0,24.41011236,973.39
7/8/2024 9:59,147,0,0.36,0.061,0.108,0.075,0.004,24.41011236,0,24.41011236,973.75
7/8/2024 10:04,147,0,0.35,0.078,0.133,0.003,0.098,24.41011236,0,24.41011236,974.1
7/8/2024 10:09,147,0,0.34,0.126,0.015,0.038,0.133,24.41011236,0,24.41011236,974.44
7/8/2024 10:14,147,0,0.36,0.153,0.048,0.001,0.141,24.41011236,0,24.41011236,974.8
7/8/2024 10:19,147,0,0.37,0.042,0.165,0.033,0.049,24.41011236,0,24.41011236,975.17
7/8/2024 10:26,147,0,0.37,0.012,0.158,0.031,0.047,24.41011236,0,24.41011236,975.54
7/8/2024 10:31,147,0,0.37,0.152,0.133,0.055,0.173,24.41011236,0,24.41011236,975.91
7/8/2024 10:36,147,0,0.39,0.012,0.219,0.024,0.183,24.41011236,0,24.41011236,976.3
7/8/2024 10:42,147,0,0.39,0.07,0.154,0.273,0.279,24.41011236,0,24.41011236,976.69
7/8/2024 10:47,147,0,0.38,0.05,0.076,0.018,0.101,24.41011236,0,24.41011236,977.07
7/8/2024 10:52,147,0,0.37,0.054,0.063,0.242,0.021,24.41011236,0,24.41011236,977.44
7/8/2024 10:57,147,0,0.38,0.02,0.077,0.098,0.203,24.41011236,0,24.41011236,977.82
7/8/2024 11:03,147,0,0.55,0.116,0.07,0.04,0.164,24.41011236,0,24.41011236,978.37
7/8/2024 11:08,147,0,0.41,0.086,0.313,0.075,0.005,24.41011236,0,24.41011236,978.78
7/8/2024 11:14,147,0,0.41,0.036,0.143,0.11,0.019,24.41011236,0,24.41011236,979.19
7/8/2024 11:19,147,0,0.38,0.074,0.051,0.147,0.023,24.41011236,0,24.41011236,979.57
7/8/2024 11:25,147,0,0.43,0.143,0.392,0.167,0.123,24.41011236,0,24.41011236,980
7/8/2024 11:30,147,0,0.46,0.12,0.064,0.239,0.053,24.41011236,0,24.41011236,980.46
7/8/2024 11:35,147,0,0.43,0.073,0.299,0.174,0.001,24.41011236,0,24.41011236,980.89
7/8/2024 11:41,147,0,0.42,0.281,0.04,0.048,0.19,24.41011236,0,24.41011236,981.31
7/8/2024 11:46,147,0,0.43,0.049,0.053,0.045,0.142,24.41011236,0,24.41011236,981.74
7/8/2024 11:51,147,0,0.45,0.151,0.168,0.086,0.328,24.41011236,0,24.41011236,982.19
7/8/2024 11:56,147,0,0.44,0.313,0.197,0.077,0.091,24.41011236,0,24.41011236,982.63
7/8/2024 12:02,147,0,0.42,0.131,0.051,0.045,0.256,24.41011236,0,24.41011236,983.05
7/8/2024 12:07,147,0,0.42,0.02,0.157,0.069,0.087,24.41011236,0,24.41011236,983.47
7/8/2024 12:12,147,0,0.44,0.248,0.191,0.031,0.092,24.41011236,0,24.41011236,983.91
7/8/2024 12:17,147,0,0.46,0.054,0.194,0.053,0.016,24.41011236,0,24.41011236,984.37
7/8/2024 12:24,147,0,0.43,0.017,0.169,0.099,0.043,24.41011236,0,24.41011236,984.8
7/8/2024 12:29,147,0,0.48,0.049,0.178,0.061,0.189,24.41011236,0,24.41011236,985.28
7/8/2024 12:34,147,0,0.49,0.04,0.101,0.151,0.359,24.41011236,0,24.41011236,985.77
7/8/2024 12:39,147,0,0.48,0.018,0.058,0.289,0.062,24.41011236,0,24.41011236,986.25
7/8/2024 12:44,147,0,0.5,0.025,0.015,0.04,0.085,19.29775281,0,19.29775281,986.75
7/8/2024 12:50,147,0,0.45,0.079,0.01,0.042,0.067,19.29775281,0,19.29775281,987.2
7/8/2024 12:55,147,0,0.51,0.115,0.284,0.157,0.138,19.29775281,0,19.29775281,987.71
7/8/2024 13:00,147,0,0.5,0.027,0.065,0.102,0.012,19.29775281,0,19.29775281,988.21
7/8/2024 13:05,147,0,0.49,0.076,0.075,0.186,0.157,19.29775281,0,19.29775281,988.7
7/8/2024 13:10,147,0,0.48,0.102,0.026,0.099,0.088,19.29775281,0,19.29775281,989.18
7/8/2024 13:16,147,0,0.72,0.093,0.662,0.098,0.146,19.29775281,0,19.29775281,989.9
7/8/2024 13:22,147,0,0.49,0.322,0.106,0.014,0.26,19.29775281,0,19.29775281,990.39
7/8/2024 13:27,147,0,0.47,0.066,0.064,0.163,0.04,19.29775281,0,19.29775281,990.86
7/8/2024 13:33,147,0,0.69,0.097,0.057,0.133,0.266,19.29775281,0,19.29775281,991.55
7/8/2024 13:38,147,0,0.45,0.155,0.105,0.111,0.12,19.29775281,0,19.29775281,992
7/8/2024 13:43,147,0,0.45,0.233,0.003,0.141,0.216,19.29775281,0,19.29775281,992.45
7/8/2024 13:48,147,0,0.46,0.304,0.068,0.096,0.107,19.29775281,0,19.29775281,992.91
7/8/2024 13:54,147,0,0.47,0.29,0.001,0.04,0.004,19.29775281,0,19.29775281,993.38
7/8/2024 13:59,147,0,0.48,0.113,0.128,0.359,0.01,19.29775281,0,19.29775281,993.86
7/8/2024 14:04,147,0,0.5,0.014,0.004,0.06,0.191,19.29775281,0,19.29775281,994.36
7/8/2024 14:09,147,0,0.49,0.047,0.186,0.243,0.05,19.29775281,0,19.29775281,994.85
7/8/2024 14:14,147,0,0.46,0.043,0.102,0.06,0.093,19.29775281,0,19.29775281,995.31
7/8/2024 14:21,147,0,0.46,0.399,0.12,0.003,0.023,19.29775281,0,19.29775281,995.77
7/8/2024 14:26,147,0,0.46,0.002,0.026,0.153,0.266,19.29775281,0,19.29775281,996.23
7/8/2024 14:31,147,0,0.47,0.183,0.116,0.106,0.051,19.29775281,0,19.29775281,996.7
7/8/2024 14:37,147,0,0.46,0.28,0.026,0.019,0.133,19.29775281,0,19.29775281,997.16
7/8/2024 14:42,147,0,0.47,0.093,0.354,0.369,0.162,19.29775281,0,19.29775281,997.63
7/8/2024 14:47,147,0,0.47,0.066,0.202,0.268,0.008,19.29775281,0,19.29775281,998.1
7/8/2024 14:52,147,0,0.44,0.059,0.063,0.122,0.004,19.29775281,0,19.29775281,998.54
7/8/2024 14:57,147,0,0.48,0.035,0.143,0.234,0.039,10,0,10,999.02
7/8/2024 15:02,147,0,0.45,0.388,0.15,0.066,0.013,10,0,10,999.47
7/8/2024 15:08,147,0,0.43,0.211,0.003,0.27,0.256,10,0,10,999.9
7/8/2024 15:13,147,0,0.4,0.169,0.133,0.199,0.194,10,0,10,1000.3
7/8/2024 15:18,147,0,0.4,0.015,0.215,0.064,0.05,10,0,10,1000.7
7/8/2024 15:24,147,0,0.41,0.124,0.026,0.035,0.015,10,0,10,1001.11
7/8/2024 15:30,147,0,0.4,0.007,0.055,0.187,0.123,10,0,10,1001.51
7/8/2024 15:35,147,0,0.4,0.14,0.024,0.065,0.006,10,0,10,1001.91
7/8/2024 15:40,147,0,0.39,0.044,0.029,0.003,0.058,10,0,10,1002.3
7/8/2024 15:45,147,0,0.39,0.076,0.033,0.22,0.201,10,0,10,1002.69
7/8/2024 15:51,147,0,0.36,0.014,0.137,0.071,0.003,10,0,10,1003.05
7/8/2024 15:56,147,0,0.4,0.071,0.046,0.083,0.116,10,0,10,1003.45
7/8/2024 16:01,147,0,0.37,0.06,0.132,0.036,0.134,10,0,10,1003.82
7/8/2024 16:06,147,0,0.39,0.234,0.009,0.185,0.06,10,0,10,1004.21
7/8/2024 16:12,147,0,0.38,0.143,0.185,0.013,0.041,10,0,10,1004.59
7/8/2024 16:17,147,0,0.38,0.338,0.008,0.124,0.188,10,0,10,1004.97
7/8/2024 16:22,147,0,0.38,0.104,0.232,0.154,0.005,10,0,10,1005.35
7/8/2024 16:28,147,0,0.38,0.045,0.12,0.044,0.139,10,0,10,1005.73
7/8/2024 16:34,147,0,0.38,0.133,0.065,0.079,0.201,10,0,10,1006.11
7/8/2024 16:39,147,0,0.39,0.154,0.08,0.196,0.085,10,0,10,1006.5
7/8/2024 16:44,147,0,0.39,0.067,0.009,0.023,0.109,10,0,10,1006.89
7/8/2024 16:49,147,0,0.39,0.084,0.112,0.002,0.123,10,0,10,1007.28
7/8/2024 16:54,147,0,0.39,0.002,0.002,0.181,0.058,10,0,10,1007.67
7/8/2024 17:00,147,0,0.39,0.068,0.273,0.008,0.124,10,0,10,1008.06
7/8/2024 17:05,147,0,0.38,0.114,0.071,0.097,0.137,10,0,10,1008.44
7/8/2024 17:10,147,0,0.41,0.114,0.02,0.157,0.214,10,0,10,1008.85
7/8/2024 17:15,147,0,0.42,0.098,0.311,0.128,0.224,10,0,10,1009.27
7/8/2024 17:21,147,0,0.43,0.114,0.069,0.184,0.085,10,0,10,1009.7
7/8/2024 17:27,147,0,0.42,0.108,0.142,0.217,0.004,10,0,10,1010.12
7/8/2024 17:32,147,0,0.45,0.32,0.022,0.18,0.131,10,0,10,1010.57
7/8/2024 17:37,147,0,0.39,0.142,0.023,0.011,0.117,10,0,10,1010.96
7/8/2024 17:42,147,0,0.4,0.213,0.113,0.002,0.141,10,0,10,1011.36
7/8/2024 17:48,147,0,0.37,0.036,0.052,0.183,0.102,10,0,10,1011.73
7/8/2024 17:53,147,0,0.39,0.249,0.122,0.042,0.043,10,0,10,1012.12
7/8/2024 17:58,147,0,0.38,0.016,0.043,0.215,0.054,24.41011236,0,24.41011236,1012.5
7/8/2024 18:03,147,0,0.38,0.005,0.045,0.217,0.028,24.41011236,0,24.41011236,1012.88
7/8/2024 18:09,147,0,0.38,0.101,0.103,0.079,0.161,24.41011236,0,24.41011236,1013.26
7/8/2024 18:14,147,0,0.38,0.104,0.125,0.178,0.072,24.41011236,0,24.41011236,1013.64
7/8/2024 18:20,147,0,0.38,0.136,0.101,0.06,0.132,24.41011236,0,24.41011236,1014.02
7/8/2024 18:25,147,0,0.36,0.088,0.162,0.101,0.137,24.41011236,0,24.41011236,1014.38
7/8/2024 18:30,147,0,0.4,0.291,0.001,0.129,0.103,24.41011236,0,24.41011236,1014.78
7/8/2024 18:36,147,0,0.44,0.067,0.026,0.156,0.006,24.41011236,0,24.41011236,1015.22
7/8/2024 18:41,147,0,0.42,0.162,0.073,0.034,0.125,24.41011236,0,24.41011236,1015.64
7/8/2024 18:46,147,0,0.46,0.074,0.031,0.119,0.2,24.41011236,0,24.41011236,1016.1
7/8/2024 18:52,147,0,0.47,0.102,0.135,0.032,0.045,24.41011236,0,24.41011236,1016.57
7/8/2024 18:57,147,0,0.47,0.36,0.115,0.284,0.042,24.41011236,0,24.41011236,1017.04
7/8/2024 19:01,147,0,0.47,0.338,0.065,0.031,0.043,24.41011236,0,24.41011236,1017.51
7/8/2024 19:07,147,0,0.48,0.01,0.231,0.113,0.018,24.41011236,0,24.41011236,1017.99
7/8/2024 19:12,147,0,0.41,0.007,0.03,0.365,0.313,24.41011236,0,24.41011236,1018.4
7/8/2024 19:17,147,0,0.42,0.222,0.204,0.096,0.203,24.41011236,0,24.41011236,1018.82
7/8/2024 19:23,147,0,0.4,0.033,0.051,0.022,0.025,24.41011236,0,24.41011236,1019.22
7/8/2024 19:29,147,0,0.4,0.152,0.096,0.039,0.066,24.41011236,0,24.41011236,1019.62
7/8/2024 19:34,147,0,0.38,0.032,0.081,0.061,0.098,24.41011236,0,24.41011236,1020
7/8/2024 19:39,147,0,0.38,0.019,0.056,0.241,0.022,24.41011236,0,24.41011236,1020.38
7/8/2024 19:45,147,0,0.37,0.165,0.028,0.022,0.106,24.41011236,0,24.41011236,1020.75
7/8/2024 19:50,147,0,0.38,0.171,0.024,0.051,0.092,24.41011236,0,24.41011236,1021.13
7/8/2024 19:55,147,0,0.37,0.119,0.063,0.151,0.204,24.41011236,0,24.41011236,1021.5
7/8/2024 20:00,147,0,0.38,0.028,0.023,0.12,0.003,24.41011236,0,24.41011236,1021.88
7/8/2024 20:05,147,0,0.38,0.008,0.179,0.018,0.036,24.41011236,0,24.41011236,1022.26
7/8/2024 20:10,147,0,0.39,0.051,0.082,0.04,0.026,24.41011236,0,24.41011236,1022.65
7/8/2024 20:16,147,0,0.38,0.06,0.181,0.303,0.002,24.41011236,0,24.41011236,1023.03
7/8/2024 20:21,147,0,0.35,0.024,0.111,0.073,0.079,24.41011236,0,24.41011236,1023.38
7/8/2024 20:26,147,0,0.37,0.156,0.119,0.079,0.002,24.41011236,0,24.41011236,1023.75
7/8/2024 20:27,147,0,0.34,0.006,0.202,0.088,0.14,24.41011236,0,24.41011236,1024.09
7/8/2024 20:32,147,0,0.38,0.051,0.031,0.015,0.192,24.41011236,0,24.41011236,1024.47
7/8/2024 20:37,147,0,0.38,0.224,0.122,0.032,0.135,24.41011236,0,24.41011236,1024.85
7/8/2024 20:42,147,0,0.38,0.241,0.109,0,0.011,24.41011236,0,24.41011236,1025.23
7/8/2024 20:47,147,0,0.38,0.093,0.138,0.137,0.108,24.41011236,0,24.41011236,1025.61
7/8/2024 20:48,147,0,0.36,0.097,0.01,0.058,0.04,24.41011236,0,24.41011236,1025.97
7/8/2024 20:53,147,0,0.36,0.222,0.02,0.017,0.071,24.41011236,0,24.41011236,1026.33
7/8/2024 20:58,147,0,0.34,0.004,0.11,0.046,0.073,10,0,10,1026.67
7/8/2024 21:03,147,0,0.33,0.015,0.298,0.061,0.093,10,0,10,1027
7/8/2024 21:09,147,0,0.34,0.152,0.076,0.139,0.083,10,0,10,1027.34
7/8/2024 21:14,147,0,0.34,0.131,0.055,0.074,0.057,10,0,10,1027.68
7/8/2024 21:20,147,0,0.33,0.013,0.008,0.092,0.093,10,0,10,1028.01
7/8/2024 21:25,147,0,0.34,0.009,0.053,0.034,0.009,10,0,10,1028.35
7/8/2024 21:31,147,0,0.33,0.142,0.011,0.056,0.009,10,0,10,1028.68
7/8/2024 21:36,147,0,0.33,0.13,0.257,0.1,0.013,10,0,10,1029.01
7/8/2024 21:41,147,0,0.32,0.113,0.179,0.073,0.136,10,0,10,1029.33
